External ID,Listing Title additional text,Manufacturer Part Number,Year Built,PASC Condition Rating,Condition Details,MTR,Valve Type,"Inlet Size ("")","Outlet Size ("")",Class (#),Manufacturer,Model #,Body Material,Actuator,Actuator Details,Trunnion Mount,Trim,Ball,Stem,Ends,Seats,Temp Range,Pattern,Bore,Bonnet,Disc,Port,OS&Y,Skidded,Housed,Operational Status,Last Inspection,Warranty,Warranty Details,Units Available,Internal Comments,Deal Status,Price
GA-100G1_30_0,"30G1RA8G 30"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"30""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-100GY3_12_0,"12G1RG12-NC-GRA-G-600 12"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34, W/ GEAR OPERATOR",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-100L_4_0,"4G1RC12NC 4"" CL150 RF NEWAY GATE VALVE, A352 LCC BODY/BOLETD BONNET, TRIM 12, NACE MR-01-75, FLEX WEDGE, 316SS & GRAPHITE GASKET A320-L7M/L7 OR 7ML BOLTING, API600 ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,7,P-6500-01,,$1.00
GA-100S_2_0,"2G1RA12NC 2"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,19,P-6500-01,,$1.00
GA-100S_3_0,"3G1RA12NC 3"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-100S_3_0,"3G1RA12NC 3"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-100S_4_0,"4G1RA12NC 4"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,4,,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,13,P-6500-01,,$1.00
GA-100S_8_0,"8G1RA12NC 8"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-100SG_16_0,"16G1RA12GNC 16"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
GA-100SS_10_0,"10G1RA12 10"" CL150 RF GATE VALVE A216 WCB BODY/BOLTED BONNET. CORR INHIB 316 GRAPHITE GASKET BRAIDED END/DIE FORMED INNER RINGS B7/2H BOLTING API600 ASME B16.34",,,,,Yes,,10,,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,7,P-6500-01,,$1.00
GA-100SS_2_0,"2G1RA12NC 2"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,123,P-6500-01,,$1.00
GA-100SS_3_0,"3G1RA12NC 3"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,123,P-6500-01,,$1.00
GA-100SSG_12_0,"12G1RA12GNC 12"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34, NACE MR0175-2002",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,44,P-6500-01,,$1.00
GA-100SSG_16_0,"16G1RA12GNC 16"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34, NACE",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,16,P-6500-01,,$1.00
GA-100SSG_18_0,"18G1RA12GNC 18"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34, NACE",,,,,Yes,,"18""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-100SSG_20_0,"20G1RA12GNC 20"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34, NACE",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,10,P-6500-01,,$1.00
GA-100SSG_24_0,"24G1RA12GNC 24"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34, NACE",,,,,Yes,,"24""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-100SSG_4_0,"4G1RA12 4"" CL150 RF GATE VALVE A216 WCB BODY/BOLTED BONNET A. RR INHIB 316 GRAPHITE GASKET BRAIDED END/DIE FORMED INNER RINGS B7/2H BOLTING API600 ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,110,P-6500-01,,$1.00
GA-100SSG_6_0,"6G1RA12NC 6"" CL150 RF GATE VALVE A216 WCB BODY/BOLTED BONNET. RR INHIB 316 GRAPHITE GASKET BRAIDED END/DIE FORMED INNER RINGS B7M/2HM BOLTING NACE API600 ASME B16.34",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,101,P-6500-01,,$1.00
GA-100SSG_8_0,"8G1RA12NC 8"" CL150 RF GATE VALVE A216 WCB BODY/BOLTED BONNET. RR INHIB 316 GRAPHITE GASKET BRAIDED END/DIE FORMED INNER RINGS B7M/2HM BOLTING NACE API600 ASME B16.34",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,45,P-6500-01,,$1.00
GA-100Y3_10_0,"10G1RG12-NC-GRA-600 10"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-100Y3_2_0,"2G1RG12-NC-GRA-600 2"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-100Y3_6_0,"6G1RG12-NC-GRA-600 6"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-100Y3_8_0,"8G1RG12-NC-GRA-600 8"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-100Y5_2_0,"F08-0054B-19XX 2"" CL150 RF VELAN CONVENTIONAL PORT GATE, T-PATTERN BODY, BOLTED BONNET , MONEL N04400 BODY, MONEL WEDGE/DISC SURFACE, MONEL SEAT SURFACE, MONEL STEM",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-116Y7_3_0,"72 3"" GATE VALVE CAST IRON PER ASTM A126 CLASS B CLASS 125 F. R STANDARD DIMENSIONS MSS SP-70 DESIGN OUTSIDE SCREW & YOKE BOLTED BONNET FULL PORT SOLID DISC WEDGE A307 GR.B BOLTING",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-1502STPT4W_2_0,"B08-3064W-02TS 2"" SCH80 CL1500 BW VELAN GATE VALVE, FP, VERTICAL A105N BODY/WELDED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM, TRIM 5",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
GA-1502STPT9W_2_0,"B08-3064W-02TS 2"" SCH160 CL1500 BW VELAN GATE VALVE, FP, VERTICAL A105N BODY/WELDED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM, TRIM 5",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,P-6500-01,,$1.00
GA-1510STW_1_0,"F05-3054W-02TS 1"" CL1500 RF VELAN GATE VALVE, WELDED ON FLANGES, RP, T-PATTERN A105N BODY/WELDED BONNET, STELLITE 6 DISC SURFACE, STELLITE 6 SEAT, 13CR 410 STEM, TRIM 5, CONVENTIONAL PORT",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-1514_.75_0,"W04-3054B-02TS 3/4"" CL1500 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, STELLITE 6 SEAT/DISC, 13CR STEM, TRIM 5, B7/2H BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-1514LZ_.75_0,"W04-3054B-26MY 3/4"" CL1500 SOCKET WELD GATE VALVE RP A350 LF. 602 API TRIM 12 (316SS HF) DIE FORMED FLEXIBLE GRAPHITE PACKING WITH ANTI-EXTRUSION RINGS A320 GR. L7/A194 GR. 4 NUTS",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-1514STW_1.5_0,"W07-3054W-02TS 1 1/2"" CL1500 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/WELDED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM, TRIM 5",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-1514SY3_.75_0,"W04-3054W-13NB 3/4"" CL1500 SW VELAN GATE VALVE, RP, VERTICAL 316SS BODY, WELDED BONNET, 316SS DISC, 316SS STEM, STELLITE 6 SEAT, API TRIM 12, NACE MR0175-2002, B8M CL 2 BOLTING 8M NUT, API 602 DESIGN, HAND WHEEL OPERATED",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-1515_.75_0,"C04-3054B-02TS 3/4"" CL1500 THRD X SW VELAN GATE VALVE, RP, BOLTED BONNET, A105N BODY, STELLITE 6 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 13CR STEM, TRIM 5, B7/2H BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
GA-1515_1_0,"C05-3054B-02TS 1"" CL1500 THRD X SW VELAN GATE VALVE, RP, BOLTED BONNET, A105N BODY, STELLITE 6 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 13CR STEM, TRIM 5, B7/2H BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-1515L_1_0,"C05-3054B-26NB 1"" CL1500 THRD X SW VELAN GATE VALVE, RP, VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, L7M BOLTING HARD TESTED, NACE MR-01-75, TRIM 12",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-1515LZ_1_0,"C05-3054B-26NB 1"" CL1500 THRD X SW VELAN GATE VALVE, RP, VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, L7M BOLTING HARD TESTED, NACE MR-01-75, TRIM 12",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-1515SS_.75_0,"C04-3054B-02MY 3/4"" CL1500 THRD XSW VELAN GATE VALVE, RP, BOLTED BONNET, A105N BODY, CF8M DISC, STELLITE 6 SEAT SURFACE, 316SS STEM, TRIM 12, B7/2H BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-1515SS_1_0,"C05-3054B-02MY 1"" CL1500 THRD XSW VELAN GATE VALVE, RP, BOLTED BONNET, A105N BODY, CF8M DISC, STELLITE 6 SEAT SURFACE, 316SS STEM, TRIM 12, B7/2H BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-1532STPGET10_8_0,"B15-3144P-02TS-G-E 8"" SCHXXS CL1500 BW VELAN PRESSURE SEAL PARALLEL SLIDE GATE VALVE, RP, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM, ASME B16.34 ASTM A193 B7/2H BOLTING STYLE 1 GEAR OPERATOR C/W TWO VALVE THREE WAY EQUALIZATION",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
GA-1532STPGET9_12_0,"B18-3144P-02TS-G-E 12"" SCH160 CL1500 BW VELAN PRESSURE SEAL PARALLEL SLIDE GATE VALVE, RP, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM, ASME B16.34 ASTM A193 B7/2H BOLTING STYLE 1 GEAR OPERATOR C/W TWO VALVE THREE WAY EQUALIZATIO",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-1532STPGET9_16_0,"B20-3144P-02TS-GE 16"" SCH160 CL1500 BW VELAN PRESSURE SEAL PARALLEL SLIDE GATE VALVE, RP, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM, ASME B16.34 ASTM A193 B7/2H BOLTING STYLE 1 GEAR OPERATOR C/W TWO VALVE THREE WAY EQUALIZATION",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-1532STPGET9_16_0,"B20-3144P-02TS-GE 16"" SCH160 CL1500 BW VELAN PRESSURE SEAL PARALLEL SLIDE GATE VALVE, RP, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM, ASME B16.34 ASTM A193 B7/2H BOLTING STYLE 1 GEAR OPERATOR C/W TWO VALVE THREE WAY EQUALIZATION",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-2514STW_.75_0,"W04-4054W-02TS 3/4"" CL2500 SW RP VELAN GATE VALVE, A105N BODY/ WELDED BONNET, TRIM 5",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-2514STW_1.5_0,"W07-4054W-02TS 1-1/2"" CL2500 SW VELAN GATE VALVE, RP, A105N BODY/ WELDED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM TRIM 5",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-2514STW_1_0,"W05-4054W-02TS 1"" CL2500 SW RP VELAN GATE VALVE, A105N BODY/ WELDED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM TRIM 5, A193 B7/2H BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,P-6500-01,,$1.00
GA-300G_12_0,"12G3RA8G 12"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 304SS & GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-300G_16_0,"16G3RA8G 16"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-300S_10_0,"10G3RA12NC 10"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-300S_3_0,"3G3RA12NC 3"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, NACE, API600, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-300SG_12_0,"12G3RA12GNC 12"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-300SG_20_0,"20G3RA12GNC 20"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-300SG1_36_0,"36G3RA12GNC 36"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"36""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-300SS_10_0,"10G3RA12NC 10"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API600, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-300SS_2_0,"2G3RA12NC 2"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API600, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,27,P-6500-01,,$1.00
GA-300SS_4_0,"4G3RA12NC 4"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API600, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GA-300SS_6_0,"6G3RA12NC 6"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API600, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-300SS_8_0,"8G3RA12NC 8"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API600, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,11,P-6500-01,,$1.00
GA-300SSG_16_0,"16G3RA12GNC 16"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-300SSG_20_0,"20G3RA12GNC 20"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-300SSG_24_0,"24G3RA12GNC 24"" CL300 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ANSI B16.34",,,,,Yes,,"24""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-300ST_3_0,"F10-1064C-02TS 3"" CL300 RF VELAN GATE VALVE, FP, VERTICAL A216 WCB BODY/BOLTED BONNET, STELLITE 6 DISC & SEAT, 13CR STEM",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-300STG_16_0,"F20-1064C-02TS-G 16"" CL300 RF VELAN BOLTED BONNET WEDGE GATE VALVE, FP, VERTICLE A216 WCB BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) ASTM A193 B7/2H BOLTING 13CR STEM, API 600 DESIGN, STYLE VT GEAR OPERATED",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GA-300SY3_6_0,"F14-1064C-13NB 6"" CL300 RF VELAN GATE VALVE, FP, T-PATERN BODY, CF8M BODY/BOLTED BONNET, CF8M WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 316 STEM, SOUR SERVICE REQUEST B8M CL1 BOLTING ON THESE VALVES",,,,,Yes,,6,,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
