External ID,Listing Title additional text,Manufacturer Part Number,Year Built,PASC Condition Rating,Condition Details,MTR,Valve Type,"Inlet Size ("")","Outlet Size ("")",Class (#),Manufacturer,Model #,Body Material,Actuator,Actuator Details,Trunnion Mount,Trim,Ball,Stem,Ends,Seats,Temp Range,Pattern,Bore,Bonnet,Disc,Port,OS&Y,Skidded,Housed,Operational Status,Last Inspection,Warranty,Warranty Details,Units Available,Internal Comments,Deal Status,Price
GL-100SS_3_0,"3GL1RA12NC 3"" CL150 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, CORRUGATED STEEL GASKET, BRAIDED END/DIE RINGS, B7M/2HM BOLTING, NACE, BS1873, B16.5, API 600 INTENT",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-100SS_4_0,"4GL1RA12NC 4"" CL150 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, CORRUGATED STEEL GASKET, BRAIDED END/DIE RINGS, B7M/2HM BOLTING, NACE, BS1873, B16.5, API 600 INTENT",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GL-100SS_6_0,"6GL1RA12NC 6"" CL150 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, CORRUGATED STEEL GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT, NACE",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GL-100Y5_3_0,"150UPANN 3 M35-1 3"" RF 150# GLOBE VALVE RF MONEL MONEL BB FL. EGRAL SEAT B164 N04400 STEM A494 .-35 DISC/SEAT B7/2H BOLTING HAND WHEEL OPERATED CERAMICS PTFE GASKET OS&Y TAKES EXCEPTION TO API 602",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-1500SY3_2_0,"F08-3076Z-13NG 2"" CL1500 RF VELAN STOP GLOBE VALVE, INCLINED BODY, BONNETLESS (NON ROTATING STEM), F316 BODY, STELLITE 6 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 316/316L STEM, SOUR SERVICE",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-1504_1.5_0,"W07-3074B-02TS 1 1/2"" CL1500 SW VELAN GLOBE VALVE, VERITICAL, A105N BODY/BOLTED BONNET, STELLITE 6 DISC AND SEAT, 13 CR STEM, TRIM 5, A193 B7/2H BOLTING",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-1504SY3_1_0,"W05-8076Z-13NG 1"" CL1690 SW STOP GLOBE VALVE INCLINED BODY B. TELLITE 6 WEDGE /DISC SURFACE STELLITE 6 SEAT SURFACE 316/316L STEM SOUR SERVICE",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-1505_1_0,"C05-3074B-02TS 1"" CL1500 THRD X SW VELAN STOP GLOBE VALVE, T PATTERN BODY,A105N BONNET, STELLITE 6 WEDGE/DISC SURFACE, STELLITE 6 SEAT, 13 CR STEM, B7 BOLTING, API TRIM 5",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300_4_0,"4GL3RA8 4"" CL300 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GL-300L_3_0,"3GL3RC12NC 3"" CL300 RF NEWAY GLOBE VALVE, A352 LCC BODY/BOLTED BONNET, TRIM 12, NACE MR-01-75, BS1873, B16.5, API 600 INTENT, L7M/7M BOLTING",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300SS_2_0,"2GL3RA12-NC 2"" CL300 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT, NACE",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GL-300SS_3_0,"3GL3RA12-NC 3"" CL300 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT, NACE",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300SS_4_0,"4GL3RA12-NC 4"" CL300 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT, NACE",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300SS_6_0,"6GL3RA12-NC 6"" CL300 RF NEWAY GLOBE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE RINGS, B7/2H BOLTING, BS1873, B16.5, API 600 INTENT, NACE",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300ST_2_0,"F08-1074C-02TS 2"" CL300 RF VELAN STOP GLOBE VALVE, RP, VERTICAL A216 WCB BODY/BOLTED BONNET, STELLITE 6 DISC & STEM, API TRIM 5 API 600 DESIGN, ASTM A193 B7/2H BOLTING, HAND WHEEL OPERATOR",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-300ST_6_0,"F14-1074C-02TS 6"" CL300 RF VELAN STOP GLOBE VALVE, RP, VERTICAL A216 WCB BODY/BOLTED BONNET, STELLITE 6 DISC & STEM, API TRIM 5 API 600 DESIGN, ASTM A193 B7/2H BOLTING, HAND WHEEL OPERATOR",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-600SS_2_0,"F08-2074C-02QY 2"" CL600 RF VELAN STOP GLOBE VALVE, T-PATTERN BODY, WCB BODY/BOLTED BONNET, CF8M OR 316 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, API TRIM 12, XM-19 STEM, B7/2H BOLTING",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-803_.75_0,"3/4GL8NA8 3/4"" CL800 THRD MERIDIAN/NEWAY GLOBE VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED BONNET, 13CR/HF TRIM 8, GRAPHITE PACKING & GASKET, 13CR STEM, TO API602, B7/2H BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GL-804L_.5_0,"W03-2074B-26NB 1/2"" CL800 SW VELAN STOP GLOBE VALVE,VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, L7M BOLTING HARD TESTED, NACE MR-01-75 TRIM 12",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,P-6500-01,,$1.00
GL-804L_1.5_0,"W07-2074B-26NB 1 1/2"" CL800 SW VELAN STOP GLOBE VALVE, VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, L7M BOLTING HARD TESTED, NACE MR-01-75, TRIM 12",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-804S_.75_0,"W04-2074B-02NB 3/4"" CL800 SW VELAN STOP GLOBE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, STELLITE 6 SEAT, 316SS STEM, API TRIM 12, NACE SERVICE, B7M/2HM BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-804S_1_0,"W05-2074B-02NB 1"" CL800 SW VELAN STOP GLOBE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, STELLITE 6 SEAT, 316SS STEM, API TRIM 12, NACE SERVICE, B7M/2HM BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
GL-804SS_1.5_0,"W07-2074B-02MY 1 1/2"" CL800 SW VELAN STOP GLOBE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, STELLITE 6 SEAT, 316SS STEM, API TRIM 12, B7/2H BOLTING",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GL-804SS_1_0,"W05-2074B-02MY 1"" CL800 SW VELAN STOP GLOBE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, STELLITE 6 SEAT, 316SS STEM, API TRIM 12, B7/2H BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-804STW_.75_0,"W04-2074W-02TY 3/4"" CL800 SW VELAN STOP GLOBE VALVE, RP, VERTICAL A105N BODY/WELDED BONNET, 13CR TRIM, STELLITE 6 SEAT, TRIM 8",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-804Y5_1_0,"W05-2074B-19XX 1"" CL800 SW VELAN CONVENTIONAL PORT GLOBE VALVE, T-PATTERN BODY, BOLTED BONNET (FORGED), MONEL N04400 BODY, MONEL WEDGE/DISC SURFACE, MONEL SEAT SURFACE , MONEL STEM",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
GL-805_.75_0,"S04-2074B-02TY 3/4"" CL800 THRD STOP GLOBE VALVE RP API 602 B. SURFACE STELLITE 6 SEAT SURFACE 13CR STEM 304/GRAPHITE SPIRAL WOUND GASKET BRAIDED GRAPHITE/GRAPHITE RIBBON PACKING B7/2H BONNET BOLTING API TRIM 8 HANDWHEEL MOD TO THRD X SW",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-805L_.75_0,"C04-2074B-26NB 3/4"" CL800 SW INLET X THRD OUTLET VELAN GLOBE VALVE, RP, A350 LF2 BODY/BOLTED BONNET, L7M BOLTING HARD TESTED, NACE MR-01-75, TRIM 12",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-902STPT4_3_0,"B10-7074P-02TS 3"" SCH80 CL900 BW VELAN PRESSURE SEAL STOP GLOBE VALVE, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM, ASME B16.34, ASTM A193 B7/2H BOLTING, HAND WHEEL OPERATOR",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,17,P-6500-01,,$1.00
GL-902STPT7_4_0,"B12-7074P-02TS 4"" SCH120 CL900 BW PRESSURE SEAL STOP GLOBE V. 6 DISC & SEAT (TRIM 5) 13CR STEM ASME B16.34 ASTM A193 B7/2H BOLTING HAND WHEEL OPERATOR",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GL-902STPT9_3_0,"B10-7074P-02TS 3"" SCH160 CL900 BW VELAN PRESSURE SEAL STOP GLOBE VALVE, VERTICAL A105N BODY/BONNET, STELLITE 6 DISC & SEAT, 13CR STEM, API TRIM 5",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,13,P-6500-01,,$1.00
NE-6004_.5_0,"H7HIS-4QB-SG 1/2"" ANDERSON GREENWOOD GLOBE PATTERN NEEDLE VALVE METAL SEAT, 3/16"" ORIF DIAMETER, GLOBE STYLE HAND VALVE, 1/2"" FSW INLET X 1/2"" FSW OUTLET CONNECTIONS, 316 SS BODY & BONNET, MONEL STEM & BALL, GRAPHOIL PACKING, RATED 6000 PSIG 2 200 DEG F/1",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
NE-6004_1_0,"HM25HS-8B-GN-H 1"" ANDERSON GREENWOOD H25 SERIES HAND VALVE 1"" FSW X 1"" FSW HM25HSERIES GLOBE PATTERN 5/16"" ORIF DIAMETER, 316SS BODY & BONNET, 1"" FSW INLET X 1"" FSW OUTLET CONNECTIONS, NEEDLE STEM END (MEETS NACE MRO175) GRAPHOIL PACKING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,10,P-6500-01,,$1.00
NE-6004Y3_1_0,"HM25HS-8B-GN-H 1"" ANDERSON GREENWOOD H25 SERIES HAND VALVE 1"" FSW X 1"" FSW HM25HSERIES GLOBE PATTERN 5/16"" ORIF DIAMETER, 316SS BODY & BONNET, 1"" FSW INLET X 1"" FSW OUTLET CONNECTIONS, NEEDLE STEM END (MEETS NACE MRO175) GRAPHOIL PACKING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
PL-110C_1_0,"T4E-11C11D033NW-CM 1"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, B7YC FASTENERS, LOCKING LEVER OPERATED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
PL-110C_2_0,"T4E-11C11D033NW-Q 2"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, B7YC FASTENERS, LOCKING LEVER OPERATED",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
PL-110C_2_0,"T4E-11C11D033NW-Q 2"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, B7YC FASTENERS, LOCKING LEVER OPERATED",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
PL-110C_3_0,"T4E-11C11D033NW-Q 3"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, B7YC FASTENERS, LOCKING LEVER OPERATED",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,10,P-6500-01,,$1.00
PL-110C_4_0,"T4E-11C11D033NW-Q 4"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, B7YC FASTENERS, LOCKING LEVER OPERATED",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,17,P-6500-01,,$1.00
PL-110CG_6_0,"T4E-11C11D1EENW-Q 6"" CL150 RF DURCO PLUG VALVE, ASTM A395 FULLY PFA LINED, DI BODY, PFA ENCAPSULATED, DI PLUG, 88YC FASTENERS, GEAR OPERATED",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,24,P-6500-01,,$1.00
PL-110GX_6_0,"G411AH-DS/D4 6"" CL150 RF DURCO PLUG VALVE, CARBON STEEL BODY, 316SS PLUG, PTFE SLEEVE, GEAR OPERATED",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,16,P-6500-01,,$1.00
PL-110GX_8_0,"G411AH-DS/D4 8"" CL150 RF DURCO PLUG VALVE, CARBON STEEL BODY, 316SS PLUG, PTFE SLEEVE, GEAR OPERATED",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,P-6500-01,,$1.00
PL-110X_2_0,"G411AE-DS/D4 2"" CL150 RF DURCO PLUG VALVE, CARBON STEEL BODY, 316SS PLUG, PTFE SLEEVE, DRILLED AND TAPPED, LOCKING LEVER OPERATED",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,20,P-6500-01,,$1.00
PL-110X_3_0,"G411AE-DS/D4 3"" CL150 RF DURCO PLUG VALVE, CARBON STEEL BODY, 316SS PLUG, PTFE SLEEVE, DRILLED AND TAPPED, LOCKING LEVER OPERATED",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,P-6500-01,,$1.00
PL-110X_4_0,"G411AE-DS/D4 4"" CL150 RF DURCO PLUG VALVE, CARBON STEEL BODY, 316SS PLUG, PTFE SLEEVE, DRILLED AND TAPPED, LOCKING LEVER OPERATED",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,13,P-6500-01,,$1.00
GA-600HS_3_0,"66LUF-N 3"" GATE VALVE CL600 RF A216 WCB BODY/BOLTED BONN. ORT B7M/2HM BOLTING NACE MR-01-75",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,17,00222-1110-PE-POD-0001,,$1.00
GA-600LS_2_0,"2"" CL600 RF GATE VALVE FP A352 LCC BODY BB FLW TRIM 12 B16.5.",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,21,178-PE-POD-0003,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,14,00071-000-PE-P-0001,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,00071-000-PE-P-0001,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-07,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0013,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,PM-NO-PO-Surplus,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,WPC Surplus,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,WPC Surplus,,$1.00
GA-100_2_0,"NPS: 2 - CL150 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,178-PE-POD-T001,,$1.00
GA-100_8_0,"F15-0064C-02TY 8"" CL150 RF VELAN GATE VALVE, FP, API 600, BOLTED BONNET, WCB BODY, 13CR WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 13CR STEM, CS/GRAPHITE CORRUGATED GASKET, BRAIDED GRAPHITE/DIE FLEXIBLE GRAPHITE PACKING, B7/2H BOLTING, API TRIM 8, HANDW",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,085354-P-4102-06,,$1.00
GA-100_8_0,"F15-0064C-02TY 8"" CL150 RF VELAN GATE VALVE, FP, API 600, BOLTED BONNET, WCB BODY, 13CR WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, 13CR STEM, CS/GRAPHITE CORRUGATED GASKET, BRAIDED GRAPHITE/DIE FLEXIBLE GRAPHITE PACKING, B7/2H BOLTING, API TRIM 8, HANDW",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-100G_20_0,"20"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34 **9V1-GA100G TAG: GA-100G NON STOCK",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,00269-P-4102-01,,$1.00
GA-100G_24_0,"24"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"24""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,085354-P-4102-06,,$1.00
GA-100L_4_0,Gate Valve RF CL150 GA-100L,,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-100SGY3_20_0,"20"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA BOLTING, NACE BS1837, ASME B16.34, W/ GEAR OPERATOR",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,085354-P-4102-06,,$1.00
GA-100SS_2_0,"Size NPS: 2""GATE VALVE A216-WCB RF CL150 FP BB FLW TR12 API 600 TAG:GA-100SS (SS Tags cost of $5.00 ea. are included)",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,,,$1.00
GA-100SS_3_0,"NPS: 3 GATE VALVE , CARBON STEEL PER ASTM A216 GRADE WCB , CLASS 150 , RAIS",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,,,$1.00
GA-100SSG_12_0,"NPS: 12 GATE VALVE, CS A216-WCB, CL150, RF, FP BB FLW TR12 GO, B16.5/B16.10, API 600, SPEC 4000-VC-C",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00269-P-4102-01,,$1.00
GA-100SSG_16_0,"16"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34 **9V1-GA100SSG TAG: GA-100SSG NON S",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-100SSG_16_0,"16"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34 **9V1-GA100SSG TAG: GA-100SSG NON S",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-100SSG_18_0,"18"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34 **9V1-GA100SSG TAG: GA-100SSG NON S",,,,,Yes,,"18""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-100SSG_20_0,"F22-0064C-02MS 20"" CL150 RF Velan Gate Valve, FP, API 600, A216 WCB Body/Bolted Bonnet, API Trim 16 (316SS Stem, Stellite 6 Wedge/Seat), CS/Graphite Corrugated Gasket, Braided Graphite/Die Formed Flexible Graphite Packing, B7/2H Bolting , VT20 Gear Op w/ ",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00269-P-4102-01,,$1.00
GA-100SSG_20_0,"F22-0064C-02MS 20"" CL150 RF Velan Gate Valve, FP, API 600, A216 WCB Body/Bolted Bonnet, API Trim 16 (316SS Stem, Stellite 6 Wedge/Seat), CS/Graphite Corrugated Gasket, Braided Graphite/Die Formed Flexible Graphite Packing, B7/2H Bolting , VT20 Gear Op w/ ",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00269-P-4102-01,,$1.00
GA-100SSG_24_0,"24"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 12, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7M/2HM BOLTING, GEAR OP, NACE, API600, ANSI B16.34 **9V1-GA100SSG TAG: GA-100SSG NON S",,,,,Yes,,"24""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00269-P-4102-01,,$1.00
GA-100ST_3_0,"3"" CL150 RF VELAN GATE VALVE, FP, VERTICAL A216 WCB BODY/BOLTED BONNET, 13CR DISC & STEM, STELLITE 6 SEAT A193 B7/2H BOLTING 9V1-GA100ST TAG: GA-100ST STOCK",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,WPC Surplus,,$1.00
GA-100Y3_2_0,"2"" CL150 RF NEWAY GATE VALVE, A351 CF8M BODY/ BOLTED BONNET, API TRIM 12, GRAPH PACKING W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B8M CL 2/8 MA",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-09,,$1.00
